movieId,name,role,gender,,
56010,Julie Garfield,Belinda,1,,
56011,Karen Ludwig,Melissa,1,,
56012,Robert De Niro,Jack Walsh,2,,
56013,Charles Grodin,Jonathan Mardukas,2,,
56014,Yaphet Kotto,FBI Agent Alonzo Mosely,0,,
56015,John Ashton,Marvin Dorfler,2,,
56016,Dennis Farina,Jimmy Serrano,2,,
56017,Joe Pantoliano,Eddie Moscone,2,,
56018,Richard Foronjy,Tony Darvo,2,,
56019,Philip Baker Hall,Sidney,2,,
56020,Robert De Niro,Leonard Lowe,2,,
56021,Robin Williams,Dr. Malcolm Sayer,2,,
56022,John Heard,Dr. Kaufman,2,,
56023,Julie Kavner,Eleanor Costello,1,,
56024,Penelope Ann Miller,Paula,1,,
56025,Ruth Nelson,Mrs. Lowe,1,,
56026,Max von Sydow,Dr. Peter Ingham,2,,
56027,Anne Meara,Miriam,1,,
56028,Dexter Gordon,Rolando,0,,
56029,George Martin,Frank,2,,
56030,Alice Drummond,Lucy Fishman,1,,
56031,Richard Libertini,Sidney,2,,
56032,Laura Esterman,Lolly,1,,
56033,Barton Heyman,Bert,2,,
56034,Judith Malina,Rose,1,,
56035,Mary Alice,Nurse Margaret,1,,
56036,Keith Diamond,Anthony,2,,
56037,Bradley Whitford,Dr. Tyler,2,,
56038,John Christopher Jones,Dr. Sullivan,2,,
56039,Mary Catherine Wright,Nurse Beth,1,,
56040,Jayne Haynes,Frances,0,,
56041,Le Clanché du Rand,Magda,0,,
56042,Yusef Bulos,Joseph,2,,
56043,Steven Randazzo,Luis,2,,
56044,Gloria Harper,Dottie,0,,
56045,Gwyllum Evans,Desmond,0,,
56046,Steve Vinovich,Ray,2,,
56047,Tiger Haynes,Janitor,0,,
56048,Harvey Miller,Hospital Director,2,,
56049,Tanya Berezin,Psychiatrist,1,,
56050,Peter Stormare,Neurochemist,2,,
56051,Shane Fistell,Man in Hall,0,,
56052,Waheedah Ahmad,Hysterical Woman,0,,
56053,Charles Keating,Mr. Kean,2,,
56054,Christina Huertes,Christina,0,,
56055,Linda Burns,Fishsticks,0,,
56056,Judy Jacksina,Hospital Receptionist,0,,
56057,Gary Tacon,"George, Security Guard",2,,
56058,Rico Elias,Orderly #1,0,,
56059,Mel Gorham,Nurse Sara,1,,
56060,Chris Carolan,EEG Technician,0,,
56061,Debra Kovner-Zaks,Cafeteria Nurse,0,,
56062,Vin Diesel,Hospital Orderly (Uncredited),2,,
56063,Dennis Quaid,Jack McGurn,2,,
56064,Tamlyn Tomita,Lily Kawamura/McGann,1,,
56065,Sab Shimono,Mr.Kawamura,2,,
56066,Brady Tsurutani,Frankie Kawamura,0,,
56067,Kurt Russell,Dennis McCaffrey,2,,
56068,William Baldwin,Brian McCaffrey,2,,
56069,Robert De Niro,Donald Rimgale,2,,
56070,Donald Sutherland,Ronald Bartel,2,,
56071,Jennifer Jason Leigh,Jennifer Vaitkus,1,,
56072,Scott Glenn,John 'Axe' Adcox,2,,
56073,Rebecca De Mornay,Helen McCaffrey,1,,
56074,Jason Gedrick,Tim Kirzminski,2,,
56075,J.T. Walsh,Alderman Marty Swayzak,2,,
56076,Anthony Mockus Sr.,Chief John Fitzgerald,0,,
56077,Cedric Young,Grindle,2,,
56078,Juan Ramírez,Ray Santos,0,,
56079,Kevin Casey,Nightingale,2,,
56080,Jack McGee,Schmidt,2,,
56081,Mark Wheeler,Pengelly,2,,
56082,Ryan Goldstein,"Brian, Age 7",0,,
56083,Clint Howard,"Ricco, Pathologist",2,,
56084,Kevin Crowley,Candidate,0,,
56085,Jeff Bridges,Jack Lucas,2,,
56086,Robin Williams,Henry Sagan 'Parry',2,,
56087,Mercedes Ruehl,Anne Napolitano,1,,
56088,Amanda Plummer,Lydia,1,,
56089,Michael Jeter,Homeless Cabaret Singer,2,,
56090,Lara Harris,Sondra,1,,
56091,Kathy Najimy,Crazy video customer,1,,
56092,Paul Lombardi,Radio Engineer,0,,
56093,David Hyde Pierce,Lou Rosen,2,,
56094,John de Lancie,TV Executive,0,,
56095,Lisa Blades,Parry's Wife,0,,
56096,Adam Bryant,Radio Engineer,2,,
56097,Ted Ross,Limo Bum,2,,
56098,Warren Olney,TV Anchorman,0,,
56099,Frazer Smith,News Reporter,2,,
56100,Harry Shearer,Sitcom Actor Ben Starr,2,,
56101,Melinda Culea,Sitcom Wife,1,,
56102,James Remini,Bum at Hotel,0,,
56103,Mark Bowden,Doorman,2,,
56104,John Ottavino,Father at Hotel,2,,
56105,Dan Futterman,punk,2,,
56106,Jayce Bartok,Punk,2,,
56107,Bradley Gregg,Hippie Bum,2,,
56108,Tom Waits,Disabled Vet,2,,
56109,Diane Robin,Receptionist,1,,
56110,Mel Gibson,Tom Garvey,2,,
56111,Sissy Spacek,Mae Garvey,1,,
56112,Scott Glenn,Joe Wade,2,,
56113,Billy Green Bush,Harve Stanley,2,,
56114,Shane Bailey,Lewis Garvey,0,,
56115,Becky Jo Lynch,Beth Garvey,0,,
56116,Don Hood,Senator Neiswinder,2,,
56117,James Tolkan,Howard Simpson,2,,
56118,Bob W. Douglas,Hal Richardson,0,,
56119,Andy Stahl,Dave Birkin,2,,
56120,Lisa Sloan,Judy Birkin,0,,
56121,Larry D. Ferrell,Rod Tessley,0,,
56122,Susie Toomey,Sally Tessley,0,,
56123,Kelly Toomey,Lisa Tessley,0,,
56124,Frank Hoyt Taylor,Zemke,2,,
56125,Amy Rydell,Betty Gaumer,0,,
56126,Samuel Scott Osborne,Billy Gaumer,0,,
56127,Charles Robinson,Truck,2,,
56128,Rupert Everett,Guy Bennett,2,,
56129,Colin Firth,Tommy Judd,2,,
56130,Michael Jenn,Barclay,0,,
56131,Robert Addie,Delahay,2,,
56132,Rupert Wainwright,Donald Devenish,2,,
56133,Cary Elwes,James Harcourt,2,,
56134,Tristan Oliver,Fowler,0,,
56135,Anna Massey,Imogen Bennett,1,,
56136,Philip Dupuy,Martineau,0,,
56137,Guy Henry,Head Boy,2,,
56138,Adrian Ross Magenty,Wharton,2,,
56139,Geoffrey Bateman,Yevgeni,2,,
56140,Frederick Alexander,Menzies,0,,
56141,Jeffrey Wickham,Arthur,0,,
56142,Gideon Boulting,Trafford,0,,
56143,Llewellyn Rees,Senior Chaplain,2,,
56144,Arthur Howard,Waiter,2,,
56145,Ivor Roberts,Chief Judge,2,,
56146,Crispin Redman,Prefect,2,,
56147,Nicholas Rowe,Spungin,2,,
56148,Betsy Brantley,Julie Schofield,1,,
56149,Kathleen St John,Ivy,0,,
56150,Martin Wenner,Batsman 1,0,,
56151,Christopher Milburn,Batsman 2,2,,
56152,Tristram Jellinek,Nicholson,0,,
56153,Tristram Wymark,Henderson,0,,
56154,Ralph Perry-Robinson,Robbins,0,,
56155,Sally Field,Edna Spalding,1,,
56156,Lindsay Crouse,Margaret Lomax,1,,
56157,John Malkovich,Mr. Will,2,,
56158,Danny Glover,Moze,2,,
56159,Ed Harris,Wayne Lomax,2,,
56160,Ray Baker,Sheriff Royce Spalding,2,,
56161,Amy Madigan,Viola Kelsey,1,,
56162,Terry O'Quinn,Buddy Kelsey,2,,
56163,Bert Remsen,Tee Tot Hightower,2,,
56164,Jay Patterson,W.E. Simmons,2,,
56165,Toni Hudson,Ermine,1,,
56166,De'voreaux White,Wylie,0,,
56167,Jerry Haynes,Deputy Jack Driscoll,2,,
56168,Yankton Hatten,Frank Spalding,0,,
56169,Gennie James,Possum Spalding,1,,
56170,Sissy Spacek,Jessie Cates,1,,
56171,Anne Bancroft,Thelma Cates,1,,
56172,Ed Berke,Dawson Cates,2,,
56173,Carol Robbins,Loretta Cates,0,,
56174,Jennifer Roosendahl,Melodie Cates,0,,
56175,Michael Kenworthy,Kenny Cates,2,,
56176,Sari Walker,Agnes Fletcher,0,,
56177,Claire Malis,Operator (VOICE),1,,
56178,Arnold Schwarzenegger,Jericho Cane,2,,
56179,Gabriel Byrne,Satan,2,,
56180,Kevin Pollak,Bobby Chicago,2,,
56181,Robin Tunney,Christine York,1,,
56182,CCH Pounder,Detective Margie Francis,1,,
56183,Rod Steiger,Father Kovak,2,,
56184,Derrick O'Connor,Thomas Aquinas,2,,
56185,Miriam Margolyes,Mabel,1,,
56186,Udo Kier,Head Priest,2,,
56187,Mark Margolis,Pope,2,,
56188,Jonny Bogris,Skateboarder,0,,
56189,Victor Varnado,Albino,2,,
56190,Michael O'Hagan,Cardinal,2,,
56191,David Weisenberg,OB-GYN,0,,
56192,Rainer Judd,Christine's Mother,0,,
56193,Luciano Miele,Pope's Advisor,0,,
56194,Jack Shearer,Kellogg,0,,
56195,Eve Sigall,Old Woman,1,,
56196,Robert Lesser,Carson,2,,
56197,Walter von Huene,Motorman,2,,
56198,Tom Hanks,Woody (voice),2,,
56199,Tim Allen,Buzz Lightyear (voice),2,,
56200,Joan Cusack,Jessie the Yodeling Cowgirl (voice),1,,
56201,Jim Varney,Slinky Dog (voice),2,,
56202,Kelsey Grammer,Stinky Pete the Prospector (voice),2,,
56203,Don Rickles,Mr. Potato Head (voice),2,,
56204,Wallace Shawn,Rex (voice),2,,
56205,John Ratzenberger,Hamm (voice),2,,
56206,Annie Potts,Bo Peep (voice),1,,
56207,Estelle Harris,Mrs. Potato Head (voice),1,,
56208,Wayne Knight,Al McWhiggin (voice),2,,
56209,John Morris,Andy (voice),2,,
56210,Laurie Metcalf,Andy's Mom (voice),1,,
56211,R. Lee Ermey,Sarge (voice),2,,
56212,Jodi Benson,Tour Guide Barbie (voice),1,,
56213,Jonathan Harris,Geri the Cleaner (voice),0,,
56214,Joe Ranft,Wheezy (voice),0,,
56215,Jeff Pidgeon,Squeeze Toy Aliens (voice),2,,
56216,Andrew Stanton,Evil Emperor Zurg (voice),2,,
56217,Corey Burton,Woody's Roundup Announcer (voice),2,,
56218,John Lasseter,Blue Rock 'Em Sock 'Em Robot (voice),2,,
56219,Mickie McGowan,Mom at yard sale (voice),0,,
56220,Phil Proctor,Airline Rep / sign-off voice / Mr. Konishi (voice),2,,
56221,Lee Unkrich,Red Rock 'Em Sock 'Em Robot (voice),2,,
56222,Sherry Lynn,Additional Voices (voice),1,,
56223,Jack Angel,(voice),2,,
56224,Bob Bergen,(voice),2,,
56225,Mary Kay Bergman,Jessie - yodeling / additional voices (voice),1,,
56226,Sheryl Bernstein,(voice),0,,
56227,Rodger Bumpass,(voice),2,,
56228,Rachel Davey,(voice),0,,
56229,Debi Derryberry,(voice),1,,
56230,Jessica Evans,(voice),1,,
56231,Bill Farmer,(voice),2,,
56232,Pat Fraley,Toy Store Buzz Lightyears (voice),2,,
56233,Jess Harnell,(voice),2,,
56234,Nicolette Little,Little Girl at Yard Sale (voice),0,,
56235,Andi Peters,Baggage Handler (voice),0,,
56236,Jan Rabson,(voice),2,,
56237,Carly Schroeder,(voice),1,,
56238,Madylin Sweeten,(voice),1,,
56239,Hannah Unkrich,Molly Davis (voice),0,,
56240,Robert De Niro,Walt Koontz,2,,
56241,Philip Seymour Hoffman,Rusty,2,,
56242,Barry Miller,Leonard Wilcox,2,,
56243,Chris Bauer,Jacko,2,,
56244,Skipp Sudduth,Tommy,2,,
56245,Wilson Jermaine Heredia,Cha-Cha,2,,
56246,Rory Cochrane,Pogo,2,,
56247,Daphne Rubin-Vega,Tia,1,,
56248,Vincent Laresca,Raymond Camacho,2,,
56249,Karina Arroyave,Amber,1,,
56250,John Enos III,Sonny,0,,
56251,Jude Ciccolella,Detective Noonan,2,,
56252,Mina Bern,Mrs. Spivak,0,,
56253,Wanda De Jesus,Karen,1,,
56254,Madhur Jaffrey,Dr. Nirmala,1,,
56255,Mark Margolis,Vinnie,2,,
56256,Shiek Mahmud-Bey,Vance,2,,
56257,Luis Saguar,Mr. Z,0,,
56258,Victor Rasuk,Kid from the Neighborhood (uncredited),2,,
56259,Saffron Burrows,Miss Julie,0,,
56260,Peter Mullan,Jean,2,,
56261,Maria Doyle Kennedy,Christine,1,,
56262,Joanna Page,Servant,1,,
56263,Eileen Walsh,Servant,1,,
56264,Tam Dean Burn,Servant,0,,
56265,Tobey Maguire,Jake Roedel,2,,
56266,Skeet Ulrich,Jack Bull Chiles,2,,
56267,Jeffrey Wright,Daniel Holt,2,,
56268,Jewel,Sue Lee Shelley,1,,
56269,Jonathan Rhys Meyers,Pitt Mackeson,2,,
56270,Jim Caviezel,Black John,2,,
56271,Simon Baker,George Clyde,2,,
56272,Tom Wilkinson,Orton Brown,2,,
56273,John Judd,Otto Roedel,2,,
56274,Don Shanks,George,0,,
56275,Mark Ruffalo,Alf Bowden,2,,
56276,Celia Weston,Mrs. Clark,1,,
56277,Zach Grenier,Mr. Evans,2,,
56278,Margo Martindale,Wilma Brown,1,,
56279,Janet McTeer,Mary jo Walker,1,,
56280,Kimberly J. Brown,Ava Walker,1,,
56281,Jennifer Paige,Nurse,1,,
56282,Claudine Auger,Renata,1,,
56283,Luigi Pistilli,Albert,2,,
56284,Claudio Camaso,Simon,0,,
56285,Anna Maria Rosati,Laura,0,,
56286,Chris Avram,Frank Ventura,2,,
56287,Leopoldo Trieste,Paolo Fossati,2,,
56288,Laura Betti,Anna Fossati,1,,
56289,Brigitte Skay,Brunhilda,0,,
56290,Isa Miranda,Countess Federica Donati,1,,
56291,Paola Montenero,Denise,1,,
56292,Nicoletta Elmi,Renata and Albert's Daughter,0,,
56293,Renato Cestiè,Renata and Albert's Son,0,,
56294,Eddie Murphy,Thomas Jefferson Johnson,2,,
56295,Lane Smith,Dick Dodge,2,,
56296,Sheryl Lee Ralph,Miss Loretta Hicks,1,,
56297,Joe Don Baker,Olaf Andersen,2,,
56298,Victoria Rowell,Celia Kirby,1,,
56299,Susan Forristal,Ellen Juba,1,,
56300,Edmond O'Brien,Roy Collins,2,,
56301,Frank Lovejoy,Gilbert Bowen,2,,
56302,William Talman,Emmett Myers,2,,
56303,José Torvay,Captain Alvarado (as Jose Torvay),0,,
56304,Sam Hayes,Radio Broadcaster,0,,
56305,Wendell Niles,Wendell Niles (as Wendel Niles),2,,
56306,Jean Del Val,Inspector General,2,,
56307,Clark Howat,Government Agent,2,,
56308,Natividad Vacío,Jose (as Natividad Vacio),0,,
56309,Larry Hudson,FBI Agent (uncredited),2,,
56310,Collier Young,Sleeping Mexican Peon (uncredited),0,,
56311,Errol Flynn,Jeb Stuart,2,,
56312,Olivia de Havilland,Kit Carson Holliday,1,,
56313,Alan Hale,Tex Bell,2,,
56314,Ronald Reagan,George Custer,2,,
56315,John Litel,Martin,2,,
56316,Van Heflin,Rader,2,,
56317,Raymond Massey,John Brown,2,,
56318,Gene Reynolds,Jason Brown,2,,
56319,William Lundigan,Bob Holliday,2,,
56320,Alan Baxter,Oliver Brown,2,,
56321,Ward Bond,Townley,2,,
56322,Henry O'Neill,Windy Brody,2,,
56323,Moroni Olsen,Robert E. Lee,2,,
56324,David Bruce,Phil Sheridan,2,,
56325,Hobart Cavanaugh,Barber Doyle,2,,
56326,Charles D. Brown,Major Sumner,2,,
56327,Joe Sawyer,Kitzmiller,2,,
56328,Frank Wilcox,James Longstreet,2,,
56329,Russell Simpson,Shubel Morgan,2,,
56330,Charles Middleton,Gentry,2,,
56331,Erville Alderson,Jefferson Davis,2,,
56332,Guinn Williams,Windy Brody,2,,
56333,Spencer Charters,Conductor,2,,
56334,Susan Peters,Charlotte,1,,
56335,William Marshall,George Pickett,0,,
56336,George Haywood,John Hood,0,,
56337,Arthur Aylesworth,Abolitionist at Russell's House,2,,
56338,Roy Barcroft,Engineer,0,,
56339,Trevor Bardette,Agitator in Palmyra,2,,
56340,Edward Biby,Party Guest,0,,
56341,Al Bridge,Palmyra Townsman,2,,
56342,Jess Lee Brooks,Doorman at Washington Party,0,,
56343,Georgia Caine,Officer's Wife at Party,1,,
56344,Lucia Carroll,Girl at Wedding,1,,
56345,Eddy Chandler,Armory Guard,2,,
56346,Lane Chandler,Adjutant,2,,
56347,Bud Cokes,Cadet,2,,
56348,Mildred Coles,Girl at Wedding,1,,
56349,Harry Cording,Workman in Delaware Crossing,2,,
56350,Joseph Crehan,Officer at Washington Party,2,,
56351,Jack Deery,Party Guest,2,,
56352,Jack Deery,Preacher at Wedding,2,,
56353,Jim Farley,"Brewer, Armory Hostage",2,,
56354,Mildred Gover,Mammy,0,,
56355,Mitzi Green,Girl at Wedding,1,,
56356,Creighton Hale,Telegraph Operator,2,,
56357,Henry Hall,Abolitionist at Russell's House,2,,
56358,Sam Harris,Party Guest,2,,
56359,Theresa Harris,Maid,1,,
56360,Edward Hearn,Abolitionist in Armory,2,,
56361,Russell Hicks,Dr. J. Boyce Russell,2,,
56362,Selmer Jackson,Officer Reading Names of Graduates,2,,
56363,Payne B. Johnson,Western Boy,0,,
56364,Victor Kilian,Dispatch Rider,2,,
56365,Richard Kipling,Army Doctor Attending Jason,0,,
56366,Wilfred Lucas,Weiner,2,,
56367,Eric Mayne,Train Passenger,2,,
56368,Frank Mayo,Engineer,2,,
56369,Tom McGuire,Man with Surveyor,2,,
56370,Lafe McKee,Minister,2,,
56371,Robert McKenzie,Kansas Townsman,2,,
56372,Mira McKinney,Survivor at Delaware Crossing,0,,
56373,John Meyer,Workman,2,,
56374,Frank Mills,Train Passenger,0,,
56375,Edmund Mortimer,Extra in Washington Party,2,,
56376,Jack Mower,Surveyor,2,,
56377,Nestor Paiva,Abolitionist Noticing Army Horse Brand,2,,
56378,Bernice Pilot,Hannah,1,,
56379,Alex Proper,Townsman,0,,
56380,Clinton Rosemond,Black Man on Train,2,,
56381,Napoleon Simpson,Samson,0,,
56382,Walter Soderling,Abolitionist at Russell's House,2,,
56383,Grace Stafford,Farmer's Wife,1,,
56384,Count Stefenelli,Train Passenger,0,,
56385,Libby Taylor,Black Woman,1,,
56386,Ernestine Wade,Black Woman,0,,
56387,Eddy Waller,Workman,0,,
56388,Blackie Whiteford,Henchman,2,,
56389,Ernest Whitman,Black Man in Barn,2,,
56390,Maris Wrixon,Girl at Wedding,1,,
56391,Janine Lindemulder,Heather Lipton,1,,
56392,Darrel Guilbeau,Larry Wilson,0,,
56393,Michelle Kemp,Jane Beaumont,0,,
56394,Jeff Greenman,Animal,0,,
56395,Lara Belmonte,Rachel Thorne,0,,
56396,Amy Lynn Baxter,Amy (Car Wash Girl),1,,
56397,Renee Shugart,Beach Beauty,0,,
56398,Sherrie Rose,Vinyl Vixen #1,1,,
56399,Ron Jeremy,Cycle Psycho,2,,
56400,Beano,Liquor Store Owner,0,,
56401,Cari Mayor,Girl on Campus,0,,
56402,Anjelica Huston,Agnes Browne,1,,
56403,Marion O'Dwyer,Marion Monks,0,,
56404,Niall O'Shea,Mark Browne,2,,
56405,Ciaran Owens,Frankie Browne,2,,
56406,Roxanna Williams,Cathy Browne,0,,
56407,Carl Power,Simon Browne,0,,
56408,Mark Power,Dermot Browne,0,,
56409,Gareth O'Connor,Rory Browne,0,,
56410,James Lappin,Trevor Browne,0,,
56411,Ray Winstone,Mr. Billy,2,,
56412,Arno Chevrier,Pierre,2,,
56413,Gerard McSorley,Mr. Aherne,2,,
56414,Tom Jones,Himself,2,,
56415,June Rodgers,Fat Annie,0,,
56416,Jennifer Gibney,Winnie the Mackerel,0,,
56417,Ralph Fiennes,Maurice Bendrix,2,,
56418,Stephen Rea,Henry Miles,2,,
56419,Julianne Moore,Sarah Miles,1,,
56420,James Bolam,Mr. Savage,2,,
56421,Ian Hart,Mr. Parkis,2,,
56422,Jason Isaacs,Father Richard Smythe,2,,
56423,Deborah Findlay,Miss Smythe,1,,
56424,Sam Bould,Lance Parkis,0,,
56425,Cyril Shaps,Waiter,2,,
56426,Simon Turner,Dr Gilbert,0,,
56427,Heather-Jay Jones,Henry's Maid,0,,
56428,Nicholas Hewetson,Chief Warden,2,,
56429,Jack McKenzie,Chief Engineer,2,,
56430,Deborah Kerr,Sarah Miles,1,,
56431,Van Johnson,Maurice Bendrix,2,,
56432,John Mills,Albert Parkis,2,,
56433,Peter Cushing,Henry Miles,2,,
56434,Michael Goodliffe,Smythe,2,,
56435,Stephen Murray,le père Crompton,2,,
56436,Charles Goldner,Savage,2,,
56437,Nora Swinburne,Mme Bertram,1,,
56438,Frederick Leister,le docteur Collingwood,2,,
56439,Mary Williams,la femme de ménage,0,,
56440,Kate Winslet,Ruth Barron,1,,
56441,Harvey Keitel,PJ Waters,2,,
56442,Julie Hamilton,Mum,1,,
56443,Sophie Lee,Yvonne,1,,
56444,Daniel Wyllie,Robbie,2,,
56445,Paul Goddard,Tim,2,,
56446,Tim Robertson,Dad,2,,
56447,George Mangos,Yanni,2,,
56448,Kerry Walker,Puss,1,,
56449,Leslie Dayman,Bill-Bill,0,,
56450,Samantha Murray,Prue,1,,
56451,Sandy Gutman,Stan,2,,
56452,Simon Anderson,Fabio,2,,
56453,Pam Grier,Carol,1,,
56454,Robert Lee,Cult Video Reporter,2,,
56455,Genevieve Lemon,Rahi,0,,
56456,Sigourney Weaver,Alice Goodwin,1,,
56457,David Strathairn,Howard Goodwin,2,,
56458,Julianne Moore,Theresa Collins,1,,
56459,Chloë Sevigny,Carole Mackessy,1,,
56460,Sara Rue,Debbie,1,,
56461,Marc Donato,Robbie Mackessy,2,,
56462,Ron Lea,Dan Collins,2,,
56463,Hayley Lochner,Audrey Collins,1,,
56464,Louise Fletcher,Nellie Goodwin,1,,
56465,Arliss Howard,Paul Reverdy,2,,
56466,Aunjanue Ellis,Dyshett,1,,
56467,Nicole Ari Parker,Sherry,1,,
56468,Bruklin Harris,Lynelle,1,,
56469,Sarah Rosen Fruitman,Little Alice,1,,
56470,Sean Penn,Emmet Ray,2,,
56471,Samantha Morton,Hattie,1,,
56472,Anthony LaPaglia,Al Torrio,2,,
56473,Uma Thurman,Blanche,1,,
56474,James Urbaniak,Harry,2,,
56475,John Waters,Mr. Haynes,2,,
56476,Gretchen Mol,Ellie,1,,
56477,Denis O'Hare,Jake,2,,
56478,Molly Price,Ann,1,,
56479,Brian Markinson,Bill Shields,2,,
56480,Tony Darrow,Ben,2,,
56481,Daniel Okrent,A.J. Pickman,0,,
56482,Brad Garrett,Joe Bedloe,2,,
56483,Kaili Vernoff,Gracie,1,,
56484,Woody Allen,Himself,2,,
56485,Ben Duncan (DJ),Himself,0,,
56486,Nat Hentoff,Himself,0,,
56487,Douglas McGrath,Himself,2,,
56488,Dan Moran,Boss,0,,
56489,Chris Bauer,Ace,2,,
56490,Darryl Alan Reed,Don,2,,
56491,Constance Shulman,Hazel,1,,
56492,Kellie Overbey,Iris,1,,
56493,Katie Hamill,Mary,0,,
56494,Lola Pashalinski,Blanche's Friend,0,,
56495,Tom Hanks,Sherman McCoy,2,,
56496,Bruce Willis,Peter Fallow,2,,
56497,Melanie Griffith,Maria Ruskin,1,,
56498,Kim Cattrall,Judy McCoy,1,,
56499,Saul Rubinek,Jed Kramer,2,,
56500,Morgan Freeman,Judge Leonard White,2,,
56501,John Hancock,Reverend Bacon,2,,
56502,Kevin Dunn,Tom Killian,0,,
56503,Clifton James,Albert Fox,2,,
56504,Louis Giambalvo,Ray Andruitti,2,,
56505,Barton Heyman,Det. Martin,2,,
56506,Norman Parker,Det. Goldberg,2,,
56507,Donald Moffat,Mr. McCoy,2,,
56508,Alan King,Arthur Ruskin,2,,
56509,F. Murray Abraham,D.A. Abe Weiss,2,,
56510,Beth Broderick,Caroline Heftshank,1,,
56511,Kurt Fuller,Pollard Browning,2,,
56512,Kirsten Dunst,Campbell McCoy,1,,
56513,Adam LeFevre,Rawlie Thorpe,2,,
56514,Rita Wilson,P.R. Woman,1,,
56515,Camryn Manheim,Poe Picketer,1,,
56516,Susan Forristal,Well Wisher,1,,
56517,Hugh Panaro,,0,,
56518,Michael Shawn Lucas,,0,,
56519,Mara Hobel,Cynthia,1,,
56520,Mary Pickford,Judy Abbott,1,,
56521,Milla Davenport,Mrs. Lippett,1,,
56522,Percy Haswell,Miss Pritchard (as Miss Percy Haswell),0,,
56523,Fay Lemport,Angelina,0,,
56524,Mahlon Hamilton,Jarvis Pendleton,2,,
56525,Lillian Langdon,Mrs. Pendleton,0,,
56526,Betty Bouton,Julia Pendleton,0,,
56527,Audrey Chapman,Sallie McBride,0,,
56528,Marshall Neilan,Jimmie Mc Bride (as Marshall A. Neilan),2,,
56529,Joan Marsh,(uncredited),1,,
56530,Carrie Clark Ward,Mrs. Semple (as Carrie Clark Warde),1,,
56531,Wesley Barry,Orphan Boy (uncredited),0,,
56532,True Boardman,Orphan Boy (uncredited),2,,
56533,Jeanne Carpenter,(uncredited),0,,
56534,Estelle Evans,(uncredited),1,,
56535,Fred Huntley,(uncredited),2,,
56536,Frankie Lee,(uncredited),0,,
56537,Buster Keaton,Friendless,2,,
56538,Howard Truesdale,Owner of the Diamond Bar Ranch,0,,
56539,Kathleen Myers,His Daughter,0,,
56540,Ray Thompson,The Foreman,0,,
56541,Brown Eyes,Herself,0,,
56542,Roscoe 'Fatty' Arbuckle,Woman in Department Store (uncredited),2,,
56543,Joe Keaton,Man in Barber Shop (uncredited),2,,
56544,Gus Leonard,General Store Owner (uncredited),0,,
56545,Babe London,Woman in Department Store (uncredited),0,,
56546,Jean Gabin,Le lieutenant Maréchal,2,,
56547,Dita Parlo,Elsa,1,,
56548,Pierre Fresnay,Le captaine de Boeldieu,2,,
56549,Erich von Stroheim,Le captaine von Rauffenstein,2,,
56550,Georges Péclet,Le serrurier,0,,
56551,Werner Florian,Le sergent Arthur,0,,
56552,Jean Dasté,L'instituteur,0,,
56553,Sylvain Itkine,Le lieutenant Demolder,2,,
56554,Marcel Dalio,Le lieutenant Rosenthal,2,,
56555,Julien Carette,"Cartier, l'acteur",2,,
56556,Gaston Modot,L'ingénieur,2,,
56557,Jacques Becker,L'officier anglais (uncredited),2,,
56558,Habib Benglia,Le sénégalais (uncredited),0,,
56559,Pierre Blondy,Un soldat (uncredited),0,,
56560,Albert Brouett,Un prisonnier (uncredited),0,,
56561,George Forster,Maison-Neuve (uncredited),0,,
56562,Georges Fronval,Le soldat allemand qui tue le capitaine de Boeldieu (uncredited),0,,
56563,Karl Heil,Un officier de la forteresse (uncredited),0,,
56564,Carl Koch,L'ordonnance de von Rauffenstein (uncredited),2,,
56565,Little Peters,La petite fille d'Elsa (uncredited),0,,
56566,Claude Sainval,Le capitaine Ringis (uncredited),0,,
56567,Michel Salina,(uncredited),0,,
56568,Claude Vernier,L'officer prussien (uncredited),0,,
56569,Robert Duvall,Lt. Col. 'Bull' Meechum,2,,
56570,Blythe Danner,Lillian Meechum,1,,
56571,Michael O'Keefe,Ben Meechum,2,,
56572,Lisa Jane Persky,Mary Anne Meechum,1,,
56573,Julie Anne Haddock,Karen Meechum,1,,
56574,David Keith,Red Petus,2,,
56575,Brian Andrews,Matthew Meechum,2,,
56576,Stan Shaw,Toomer Smalls,2,,
56577,Theresa Merritt,Arrabella Smalls,1,,
56578,Paul Mantee,Col. Virgil Hedgepath,2,,
56579,Michael Strong,Col. Varney,0,,
56580,Bennett Liss,Cpl. Atcherly,2,,
56581,Joe Dorsey,Coach Spinks,2,,
56582,Paul Gleason,Lt. Sammy,2,,
56583,Martin Gabel,Narrator (voice),2,,
56584,James Dean,himself,2,,
56585,Lew Bracker,himself,0,,
56586,Marvin Carter,himself,0,,
56587,Patsy D'Amore,himself,0,,
56588,Charles Dean,himself,0,,
56589,Emma Dean,himself,0,,
56590,Louis de Liso,himself,0,,
56591,Clark Gable,himself,2,,
56592,Dennis Hopper,himself,2,,
56593,Rock Hudson,himself,2,,
56594,Jayne Mansfield,himself,1,,
56595,Natalie Wood,Herself,1,,
56596,Gregory Peck,Col. Lewis Pugh,2,,
56597,Roger Moore,Capt. Gavin Stewart,2,,
56598,David Niven,Col. W.H. Grice,2,,
56599,Trevor Howard,Jack Cartwright,2,,
56600,Barbara Kellerman,Mrs. Cromwell,1,,
